Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFAC,SATFOD,TOTn6PFAC,TOTn6PFOD,TOTn3PFAC,TOTn3PFOD,MONOFACc,MONOFODc,MONOFAC,MONOFOD,POLYFACc,POLYFODc,POLYFAC,POLYFOD,SATFACx6,SATFODx6,TOTBRFAC,TOTBRFOD,FACTRANS,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
,Water,Total nitrogen,Protein,Fat,Carbohydrate,kcal,kJ,Starch,Oligosaccharide,Total sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids per 100g fatty acids,Saturated fatty acids per 100g food,Total n-6 polyunsaturated fatty acids per 100g fatty acid,Total n-6 polyunsaturated fatty acids per 100g food,Total n-3 polyunsaturated fatty acids per 100g fatty acid,Total n-3 polyunsaturated fatty acids per 100g food,cis-Monounsaturated fatty acids /100g FA,cis-Monounsaturated fatty acids /100g Food,Monounsaturated fatty acids per 100g fatty acids,Monounsaturated fatty acids per 100g food,cis-Polyunsaturated fatty acids /100g FA,cis-Polyunsaturated fatty acids /100g Food,Polyunsaturated fatty acids per 100g fatty acids,Polyunsaturated fatty acids per 100g food,Saturated fatty acids excluding branch per 100 g fatty acid,Saturated fatty acids excluding branch per 100 g food,Total branched chain per 100g fatty acid,Total branched chain per 100g food,Total Trans fatty acids per 100g fatty acids,Total Trans fatty acids per 100g food,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Total Vitamin D,Total Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Tarts, jam, wholemeal, homemade",19.9,0.71,4.2,14.0,59.6,366,1542,22.2,0,37.4,14.7,0,8.0,10.3,4.4,0.1,0.0,N,N,0,8.54,0,0,0,0,0,0,0,3.45,0,0,0,0.74,0,0,0,0,0,0.47,34.5,134,143,20,30,100,0.91,0.13,0.7,221,0.72,2,10,155,99,172,0.1,0.52,1.68,0.12,0.04,1.6,1.0,2.6,0.16,0.0,9,0.33,2.4,5
"Tea, black, infusion, average",99.5,0,0.1,0,0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27,0,2,2,0,0.01,0,1,0.15,0,0,0,0,0,0.0,N,0.27,0,0.02,0.0,0.0,0.0,0,0.0,3,0.04,1.0,0
"Tea, black, infusion, strong",99.3,0,0.1,0,0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,0,2,3,0,0.01,0,1,0.19,0,0,0,0,0,0.0,N,0,0,0.02,0.0,0.0,0,0.01,0.0,5,0.05,1.0,0
"Tea, black, infusion, weak",99.7,0,0.1,0,0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,18,0,1,1,0,0.01,0,1,0.10,0,0,0,0,0,0.0,N,0,0,0.01,0.0,0.0,0,0,0.0,1,0.03,0,0
"Tea, Chinese, leaves, infusion",99.6,0.02,0.1,0.0,0.2,1,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0.0,0,18,2,1,1,0.10,0,0,0,0,0,0,0,0,0,0.0,N,0,0,0,0,0.0,0,0,0.0,N,0,0,0
"Tea, green, infusion",99.7,0.02,0.1,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,1,20,2,0,1,0.10,0,0,0,0,0,0,0,0,0,0.0,N,0,0.00,0.02,0.1,0.0,0.1,0,0.0,0,0,0,3
"Tea, herbal, infusion",99.7,0.00,0.0,0,0.2,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.0,0,9,2,1,0,0.10,0.02,0,0,0.04,0,0,0,0,0,0.0,0,0,0.01,0,0.0,0.0,0,0.00,0.0,1,0.01,0.0,0
"Tea, infusion, average, with semi-skimmed milk",98.2,0.08,0.5,0.2,0.7,7,28,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0.00,0,0,0,0,0,0,1.0,7,44,16,3,15,0.00,0.01,0.1,14,0.13,0,2,3,1,3,0.0,0.00,0,0.01,0.04,0.0,0.1,0.1,0.01,0,3,0.08,1.0,0
"Tea, infusion, average, with whole milk",98.2,0.06,0.4,0.4,0.5,8,32,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,2.0,6,40,13,3,12,0.00,0.01,0.1,12,0.13,0,2,6,2,6,0.0,0.01,0,0.00,0.03,0.0,0.1,0.1,0.01,0,3,0.07,1.0,0
Tempeh,61.0,3.31,20.7,6.4,6.4,166,697,4.6,0,0.9,0,0.0,0,0.9,0.0,0.0,0,4.3,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,6,370,120,70,200,3.60,0.67,1.8,N,1.40,N,N,0,30,5,0.0,N,0,0.19,0.48,3.2,4.7,7.9,1.86,0.1,76,1.06,53.0,0
"Tempeh burgers, fried in vegetable oil",60.4,1.35,8.3,7.9,22.2,188,792,20.8,0,1.0,0.3,0,0.2,0.5,0.0,0.0,0,1.8,1.3,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,21.3,130,179,41,45,139,1.38,0.38,1.0,N,0.91,N,N,8,8,9,0.2,N,0,0.13,0.15,2.1,2.2,2.3,0.50,0.2,27,0.45,14.8,0
"Thyme, dried, ground",7.8,1.46,9.1,7.4,45.3,276,1156,N,0,1.7,N,0.0,N,N,0.0,0.0,0.0,N,37.0,0,2.70,0,0,0,0,0,0,0,0.50,0,0,0,1.20,0,0,0,0,0,0.00,0.0,55,810,1890,220,200,123.60,0.86,6.2,N,7.87,5,N,0,2280,380,0.0,N,0,0.51,0.40,4.9,3.1,8.0,0.55,0.0,274,N,N,50
"Thyme, fresh",69.3,0.48,3.0,2.5,15.1,95,401,N,0,0.6,N,0.0,N,N,0.0,0.0,0.0,N,12.3,0,1.20,0,0,0,0,0,0,0,0.20,0,0,0,0.50,0,0,0,0,0,0.00,0.0,18,270,630,73,67,N,N,2.1,N,2.62,2,N,0,760,125,0.0,N,0,0.16,0.13,1.6,1.0,2.6,0.18,0.0,91,N,N,17
Tigernuts,8.5,0.69,4.3,23.8,45.7,403,1685,29.6,0,16.1,0.0,0,0.0,16.1,0.0,0.0,0,11.7,0,0,4.00,0,0,0,0,0,0,0,16.40,0,0,0,2.20,0,0,0,0,0,0,0.0,1,14,48,N,210,3.20,N,N,N,N,N,N,0,0,0,0.0,N,0,0.23,0.10,1.1,0.7,1.8,N,0.0,N,N,N,6
"Tilapia, raw",79.3,2.85,17.8,1.5,0.0,85,358,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.40,0,0,0,0.30,0,0,0,0,0,0,N,52,450,120,N,350,1.90,N,N,N,N,N,N,N,0,N,0,N,0,0.03,0.09,3.1,3.3,6.4,0.32,2.0,N,N,N,0
"Tinda subji, homemade",77.1,0.26,1.6,8.1,4.1,95,393,0,0,4.1,1.8,0.0,1.7,0.6,0.0,0.0,0.0,2.0,2.8,0,0.83,0,0,0,0,0,0,0,3.43,0,0,0,3.39,0,0,0,0,0,0,2.9,408,279,34,21,43,0.60,0.09,0.3,N,N,2,N,0,139,23,0.0,3.10,0,0.04,0.09,0.5,N,N,0,0.0,6,N,N,1
Tiramisu,51.2,0.66,4.2,14.0,27.1,244,1021,4.5,1.5,21.1,2.3,0,1.4,13.5,2.4,1.5,0,N,1.0,65.10,8.61,4.80,0.64,0.60,0.08,21.10,2.79,28.60,3.78,5.50,0.73,6.10,0.81,64.50,8.53,0.60,0.08,7.80,1.03,45.0,67,105,59,10,86,0.40,0,0.3,194,0.03,3,30,69,25,73,N,0.61,0,0.06,0.12,0.3,0.8,1.1,0.03,0.4,10,0.57,2.0,0
"Toad in the hole, homemade",47.3,1.95,12.0,17.9,20.2,285,1190,16.9,0,3.3,0.7,0,0,0.1,1.0,1.5,0,1.5,2.4,0,6.56,0,0,0,0,0,0,0,7.71,0,0,0,2.40,0,0,0,0,0,0.12,94.6,334,201,126,17,186,1.15,0.08,1.0,503,0.22,8,22,26,3,26,1.1,0.77,0,0.07,0.19,1.9,2.0,3.9,0.11,1.2,10,0.77,7.1,3
"Toad in the hole, made with skimmed milk and reduced fat sausages, homemade",59.8,2.20,13.6,5.2,19.7,175,739,15.9,0,3.8,0.8,0,0,0.1,1.3,1.7,0,2.0,2.1,0,1.82,0,0,0,0,0,0,0,2.01,0,0,0,0.90,0,0,0,0,0,0.03,70.6,353,221,126,19,195,1.21,0.11,1.3,499,0.25,8,22,20,0,20,N,0.36,0,0.07,0.21,1.5,2.1,3.6,0.17,0.7,9,0.78,6.0,N
"Toffees, mixed",4.0,0.34,2.1,15.9,62.9,387,1630,0,23.8,39.1,5.9,0,0,29.9,3.3,0,0.0,0,0,56.60,8.60,6.90,1.05,0.32,0.05,34.58,5.26,35.06,5.33,7.22,1.10,7.22,1.10,56.16,8.54,0.44,0.07,0.49,0.07,17.0,312,132,85,11,65,0.30,0.04,0.3,460,0.03,1,20,0,0,0,N,0,0,0.00,0,0.0,0.7,0.7,0.00,0.2,1,0.21,0.2,0
"Tofu burger, baked",73.5,1.18,7.3,4.0,13.2,115,483,11.1,0,2.6,0.6,0,0.5,1.5,0,0.0,0,N,N,0,0.51,0,0,0,0,0,0,0,0.95,0,0,0,1.75,0,0,0,0,0,0,0,211,142,330,34,124,1.64,0.17,1.0,404,0.86,N,N,0,984,164,0.0,0.80,0,0.20,0.04,0.4,1.5,0.4,0.24,0.0,16,0.25,N,0
Tofu spread,69.6,0.71,4.4,20.1,2.4,208,858,0.3,0,2.3,0.6,0,0.5,1.2,0,0,0,N,N,0,1.61,0,0,0,0,0,0,0,11.39,0,0,0,5.81,0,0,0,0,0,0.01,13.8,246,110,248,15,55,0.96,0.10,0.4,N,0.23,N,N,19,210,54,0,5.86,0,0.05,0.05,0.3,0.8,1.1,0.07,0.1,15,0.08,N,3
"Tofu, soya bean, steamed",85.0,1.29,8.1,4.2,0.7,73,304,0.3,0.1,0.3,0,0.0,0,0.2,0.0,0.0,0.0,N,N,0,0.50,0,0,0,0,0,0,0,0.80,0,0,0,2.00,0,0,0,0,0,0,0.0,4,63,N,23,95,1.20,0.20,0.7,N,0.40,N,N,0,2,0,0.0,0.95,0,0.06,0.02,0.1,1.3,1.4,0.07,0.0,15,0.05,N,0
"Tofu, soya bean, steamed, fried",51.0,3.76,23.5,17.7,2.0,261,1086,0.9,0.2,0.9,0.1,0.0,0.1,0.6,0.0,0.0,0.0,N,N,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,12,180,N,67,270,3.50,0.58,2.0,N,1.20,N,N,0,2,0,0.0,N,0,0.09,0.02,0.1,3.8,3.9,0.10,0.0,27,0.14,N,0
Tomato juice,93.8,0.13,0.8,0,3.0,14,62,0,0,3.0,1.4,0.0,1.6,0,0.0,0.0,0.0,0.6,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,230,230,10,10,19,0.40,0.06,0.1,400,0.10,0,2,0,200,33,0.0,1.01,0,0.02,0.02,0.7,0.1,0.8,0.06,0.0,10,0.20,1.5,8
Tomato ketchup,68.0,0.26,1.6,0.1,28.6,115,489,1.1,0,27.5,5.9,0.0,6.4,15.2,0.0,0.0,0.0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,800,350,13,19,31,0.30,0.05,0.1,880,0.10,N,N,0,473,79,0.0,N,0,1.00,0.09,2.1,0.2,2.3,0.03,0.0,1,N,N,2
Tomato puree,72.5,0.71,4.4,0.2,12.9,67,287,0,0,12.9,5.5,0,7.4,0,0.0,0.0,0,3.0,4.7,29.28,0.04,0,0.05,0,0.02,15.25,0.02,0,0.02,52.32,0.07,0,0.07,0,0,0,0,0,0,0.0,49,1257,45,57,94,1.45,0.41,0.6,297,0.34,1,N,0,1754,292,0.0,5.22,0,0.98,0.12,3.6,0.4,4.0,0.28,0.0,39,0.11,6.3,43
"Tomato sauce, homemade",80.3,0.36,2.2,5.5,8.6,89,374,4.3,0,4.0,0,0,0,0,0,0,0.0,1.4,0,0,1.80,0,0,0,0,0,0,0,2.20,0,0,0,1.10,0,0,0,0,0,0,10.0,340,280,19,10,39,0.60,0.03,0.3,560,0.10,1,5,26,1070,204,0.3,1.47,0,0.11,0.02,1.2,0.4,1.6,0.14,0.0,9,0.22,1.2,8
"Tomatoes, canned, whole contents",92.9,0.18,1.1,0.1,3.8,19,80,0,0,3.8,1.9,0,1.9,0,0.0,0.0,0.0,0.7,0.8,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0.00,0.0,5,212,11,10,17,0.57,0.07,0.1,74,0.09,0,3,0,328,55,0.0,1.36,6.00,0.13,0.04,1.0,0.1,1.1,0.12,0.0,11,0.11,1.4,11
"Tomatoes, cherry, raw",91.4,0.17,1.1,0.5,3.6,22,94,0,0,3.6,1.6,0,2.0,0,0.0,0.0,0.0,1.2,1.3,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0.20,0,0,0,0,0,0.00,0.0,4,274,10,12,31,0.34,0.05,0.2,95,0.12,0,2,0,479,80,0.0,0.89,0,0.05,0.02,0.4,0.1,0.5,0.06,0.0,24,0.19,1.8,15
"Tomatoes, standard, fried in corn oil",84.4,0.12,0.8,7.7,4.5,89,371,0,0,4.5,2.1,0.0,2.4,0,0.0,0.0,0.0,1.5,1.5,0,1.12,0,0,0,0,0,0,0,2.29,0,0,0,3.93,0,0,0,0,0,0,0.0,3,332,11,12,33,0.37,0.04,0.1,125,0.18,0,3,0,520,87,0.0,1.83,6.05,0.05,0.01,0.9,0.1,1.0,0.07,0.0,15,0.43,2.1,23
"Tomatoes, standard, fried in rapeseed oil",84.4,0.12,0.8,7.7,4.5,89,371,0,0,4.5,2.1,0.0,2.4,0,0.0,0.0,0.0,1.5,1.5,0,0.53,0,0,0,0,0,0,0,4.52,0,0,0,2.27,0,0,0,0,0,0,0.0,3,332,11,12,33,0.37,0.04,0.1,125,0.18,0,3,0,520,87,0.0,2.20,7.69,0.05,0.01,0.9,0.1,1.0,0.07,0.0,15,0.43,2.1,23
"Tomatoes, standard, grilled, flesh and seeds only",93.3,0.09,0.6,0.2,3.4,17,72,0,0,3.4,1.6,0.0,1.8,0,0.0,0.0,0.0,1.0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0.08,0,0,0,0,0,0.00,0.0,2,209,10,9,21,0.26,0.04,0.1,93,0.14,0,2,0,355,59,0.0,0.89,12.50,0.05,0.01,0.6,0.1,0.7,0.15,0.0,14,0.19,1.3,30
"Tomatoes, standard, raw",94.6,0.08,0.5,0.1,3.0,14,61,0,0,3.0,1.4,0,1.6,0,0.0,0.0,0.0,1.0,1.0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.05,0,0,0,0,0,0.00,0.0,2,223,8,8,22,0.24,0.03,0.1,84,0.12,0,2,0,349,58,0.0,0.52,6.00,0.04,0.01,0.6,0.1,0.7,0.06,0.0,23,0.29,1.4,22
"Tomatoes, stuffed with rice",60.1,0.36,2.1,13.4,22.2,212,887,14.4,0.2,7.7,2.9,0.0,2.9,1.7,0,0.0,0,1.1,0,0,2.00,0,0,0,0,0,0,0,8.90,0,0,0,1.80,0,0,0,0,0,0,0.0,89,280,24,13,50,0.70,0.11,0.4,170,0.30,3,4,0,545,91,0.0,1.66,0,0.11,0.01,1.2,0.4,1.6,0.14,0.0,8,0.23,1.4,7
"Tomatoes, stuffed with vegetables",79.0,0.31,1.7,6.0,8.9,95,397,5.0,0,7.4,2.2,0,2.2,2.9,0,0.0,0,1.9,2.6,0,0.47,0,0,0,0,0,0,0,3.33,0,0,0,1.85,0,0,0,0,0,0,0.0,5,405,17,18,60,0.56,0.11,0.3,151,0.20,3,N,0,56,9,0.0,2.14,0,0.12,0.06,1.4,0.4,1.8,0.20,0,21,0.55,N,17
"Tongue, lamb, raw",67.9,2.45,15.3,14.6,0.0,193,800,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,N,0,0,0,0,0,0,N,N,0,0,N,N,0,0,0,0,N,0,180.0,420,250,6,33,170,2.20,0.64,2.7,550,0.05,N,N,0,0,0,0,0.21,0,0.17,0.49,4.9,3.3,8.2,0.17,7.0,4,1.00,1.0,7
"Tongue, ox, meat only, pickled, raw",62.4,2.51,15.7,17.5,0.0,220,914,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,N,0,0,0,0,0,0,N,N,0,0,N,N,0,0,0,0,N,0,78.0,1210,300,7,19,150,4.90,0.37,3.5,1750,0.01,N,N,0,0,0,0,0.28,0,0.10,0.38,6.4,3.4,9.8,0.18,5.0,6,0.80,2.0,3
"Tongue, ox, meat only, pickled, stewed",48.6,3.12,19.5,23.9,0.0,293,1216,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,N,0,0,0,0,0,0,N,N,0,0,N,N,0,0,0,0,N,0,100.0,1000,150,31,16,230,3.00,N,N,1450,0.01,N,N,0,0,0,0,0.35,0,0.06,0.29,4.1,4.2,8.3,0.09,4.0,5,0.50,3.0,2
"Tongue, ox, meat only, stewed",58.9,3.10,19.4,18.3,0.0,242,1007,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,N,0,0,0,0,0,0,N,N,0,0,N,N,0,0,0,0,N,0,N,860,140,9,13,140,2.50,0.09,3.8,1420,0.01,N,N,0,0,0,N,N,0,0.04,0.28,2.6,3.4,6,0.09,4.0,11,0.60,2.0,3
"Tongue, sheep, meat only, stewed",56.9,2.91,18.2,24.0,0.0,289,1197,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,N,0,0,0,0,0,0,N,N,0,0,N,N,0,0,0,0,N,0,270.0,80,110,11,13,200,3.40,N,N,80,N,N,N,0,0,0,0,0.32,0,0.13,0.45,3.7,3.9,7.6,0.10,7.0,4,0.80,2.0,6
Tonic water,94.1,0.00,0.0,0.0,5.9,22,94,0.0,0,5.9,N,N,N,N,N,0.0,0.0,0.0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0,0.00,0.0,0
Topic/Snickers and own brand equivalents,5.4,1.39,7.5,28.2,52.1,479,2005,6.1,0,46.1,4.8,0.0,0.1,31.0,4.4,5.8,0.0,2.4,2.8,0,9.15,0,2.03,0,0.05,0,15.58,0,15.61,0,2.08,0,2.08,0,0,0,0,0,0.03,4.5,187,388,101,80,210,1.89,0.35,1.4,385,0.60,6,N,10,7,11,N,4.28,0,0.12,0.16,2.1,1.7,3.8,0.04,0,11,0.69,1.7,0
"Tori ki subji, homemade",79.7,0.30,1.9,9.5,3.9,108,447,0,0,3.9,1.7,0.0,1.7,0.5,0.0,0.0,0.0,2.0,3.0,0,1.03,0,0,0,0,0,0,0,4.09,0,0,0,3.86,0,0,0,0,0,0,2.9,459,382,36,27,59,1.18,0.12,0.3,N,N,2,N,0,187,31,0.0,3.74,0,0.04,0.10,0.4,N,N,0,0.0,10,N,N,2
"Torte, fruit",53.0,0.60,3.8,15.5,27.7,258,1080,9.9,0.4,17.4,1.3,0,0.6,13.0,0.7,1.8,0.0,0.5,1.2,63.84,9.35,5.52,0.82,0.98,0.14,30.08,4.41,32.15,4.71,6.08,0.89,7.85,1.15,57.29,8.49,2.70,0.00,3.84,0.56,42.0,88,116,66,10,77,0.30,0.34,0.5,N,0.10,N,N,99,77,112,0,1.43,0,0.03,0.09,0.2,0.5,0.7,0.02,0,3,N,N,0
Tortilla chips fried in sunflower oil,1.3,1.16,7.2,27.4,60.8,504,2110,58.3,0,2.5,0.2,0,0.2,1.1,0,1.0,0.0,5.7,5.9,11.02,2.89,11.53,3.02,0.26,0.07,76.41,20.01,76.70,20.09,11.79,3.09,11.79,3.09,10.97,2.87,0.04,0.01,0.29,0.08,0.0,636,285,103,78,234,1.50,0.10,1.2,900,0.40,5,N,0,208,35,0.0,7.11,0,0.11,0.18,0.5,0.9,1.4,0.15,0.0,10,0.28,0.8,0
"Tortilla, wheat, soft",30.6,1.37,7.8,5.7,53.9,285,1206,51.9,0,2.0,0,0,0.4,0,1.6,0.0,0.0,1.9,3.6,22.14,2.50,20.44,1.65,6.81,0.55,48.57,3.90,50.27,2.00,26.13,2.11,27.25,0.80,22.05,1.79,0.09,0,0,0,0.1,622,126,148,18,212,1.60,0.09,0.6,N,0.38,3,0,0,0,0,0.0,N,0,0.27,0.01,1.4,1.5,2.9,0.07,0.0,8,0.14,0.5,0
Trail mix,8.9,1.45,9.1,28.5,37.2,432,1804,0.1,0,37.1,17.3,0,16.1,3.4,0.4,0.0,0.0,4.3,5.1,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,N,0.0,27,620,69,110,210,3.70,0.55,1.5,N,1.60,N,N,0,47,8,0.0,4.53,0,0.23,0.09,2.0,1.5,3.5,N,0.0,25,N,N,0
"Treacle tart, homemade",19.8,0.67,3.8,15.9,59.2,380,1599,25.4,0,33.8,9.8,0,9.6,13.7,0.6,0,0,N,1.7,0,5.84,0,0,0,0,0,0,0,6.63,0,0,0,2.42,0,0,0,0,0,0.01,1.0,258,89,56,9,37,0.84,0.05,0.3,241,0.22,N,N,0,0,0,N,N,0,0.07,0.01,0.5,0.7,0.9,0.02,0,2,N,N,1
"Treacle, black",28.5,0.19,1.2,0.0,67.2,257,1096,0.0,0,66.8,17.4,0.0,16.7,32.7,0.0,0.0,0.0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,180,1760,550,180,29,14.00,0.78,0.8,820,2.67,N,N,0,0,0,0.0,0.00,0,0,0,0,0,0,0,0.0,0,0,0,0
"Trifle, fruit, retail",67.9,0.41,2.6,9.0,19.5,164,689,4.2,0,15.3,1.8,0.0,4.6,6.2,0,2.7,0.0,2.1,2.4,65.38,5.56,4.30,0.37,0.84,0.07,27.38,2.33,29.47,2.51,4.87,0.41,5.14,0.44,63.74,5.42,5.20,0.44,2.36,0.20,12.8,65,137,73,10,84,0.24,0.02,0.3,95,0,2,37,N,0,N,N,0.66,0,0.12,0.08,0.1,0.5,0.6,0.01,0.2,8,0.29,0.7,0
"Trifle, homemade",66.4,0.44,2.7,7.9,21.6,167,700,4.4,0,16.7,2.7,0,2.0,8.9,0.8,2.2,0.6,0.4,N,0,4.42,0,0,0,0,0,0,0,2.35,0,0,0,0.49,0,0,0,0,0,0.21,26.5,76,121,62,12,83,0.30,0.04,0.3,127,0.09,2,N,89,227,127,0.2,0.60,0,0.11,0.12,0.4,0.4,0.8,0.03,0.2,7,0.31,2.7,5
"Trifle, with Dream Topping",67.5,0.46,2.8,5.9,22.1,152,638,4.5,0,17.1,2.7,0,2.0,9.2,0.8,2.4,0.6,0.4,N,0,3.37,0,0,0,0,0,0,0,1.74,0,0,0,0.41,0,0,0,0,0,N,20.5,78,124,65,12,85,0.31,0.04,0.3,129,0.09,2,N,54,208,89,0.1,0.53,0,0.11,0.12,0.4,0.5,0.9,0.04,0.2,7,0.32,2.8,5
"Tripe and onions, stewed, homemade",79.3,1.35,8.4,1.4,9.4,93,391,4.3,0,4.8,0.8,0,0.6,0.8,0.0,2.6,0.0,0.7,1.0,0,0.77,0,0,0,0,0,0,0,0.39,0,0,0,0.04,0,0,0,0,0,0.04,54.3,64,154,123,12,79,0.38,0.05,0.9,81,0.09,N,N,10,9,12,0,0.22,0,0.05,0.12,0.2,1.5,1.7,0.06,0.5,8,0.31,2.4,3
"Tripe, dressed, raw",92.1,1.14,7.1,0.5,0.0,33,139,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.40,0.20,0,0,0,0,0,0,43.80,0.20,0,0,6.10,0,0,0,0,0,4.80,0,64.0,50,12,52,3,16,0.20,0.04,0.7,8,0.02,N,N,0,0,0,0,0.08,0,0,0,0,1.2,1.2,0,0,7,0,1.0,3
"Tripe, dressed, stewed in milk",78.5,2.37,14.8,4.5,0.0,100,418,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2.40,0,0,0,0,0,0,0,1.30,0,0,0,0.10,0,0,0,0,0,0,160.0,73,100,150,15,90,0.70,0.14,2.3,58,N,N,N,0,0,0,0,0.09,0,0,0.08,0,3.2,3.2,0.02,0,1,0.20,2.0,3
