name,display_name,emoji,recommend,water_g,nitrogen_g,protein_g,fat_g,carbohydrate_g,energy_kcal,energy_kJ,starch_g,oligosaccharide_g,sugar_g,glucose_g,galactose_g,fructose_g,sucrose_g,maltose_g,lactose_g,alcohol_g,non_starch_polysaccharide_g,fibre_g,saturated_fat_g,n_6_polyunsaturated_fat_g,n_3_polyunsaturated_fat_g,cis_monounsaturated_g,monounsaturated_fat_g,cis_polyunsaturated_fat_g,polyunsaturated_fat_g,branched_chain_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,magnesium_mg,phosphorus_mg,iron_mg,copper_mg,zinc_mg,chloride_mg,manganese_mg,selenium_ug,iodine_ug,retinol_ug,carotene_ug,retinol_equivalent_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,thiamin_mg,riboflavin_mg,niacin_mg,tryptophan_over_60_mg,niacin_equivalent_mg,vitamin_b6_mg,vitamin_b12_ug,folate_ug,pantothenate_mg,biotin_ug,vitamin_c_mg
unit,,,,g,g,g,g,g,kcal,kJ,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,ug,ug,ug,ug,ug,ug,mg,ug,mg,mg,mg,mg,mg,mg,ug,ug,mg,ug,mg
code,,,,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFOD,TOTn6PFOD,TOTn3PFOD,MONOFODc,MONOFOD,POLYFODc,POLYFOD,TOTBRFOD,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
detail,,,,Water,Total nitrogen,Protein,Fat,Carbohydrate,Energy (kcal),Energy (kJ),Starch,Oligosaccharide,Sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids,Total n-6 polyunsaturated fatty acids,Total n-3 polyunsaturated fatty acids,cis-Monounsaturated fatty acids,Monounsaturated fatty acids,cis-Polyunsaturated fatty acids,Polyunsaturated fatty acids,Total branched chain,Total Trans fatty acids,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Vitamin D,Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Sausages, beef, raw",Raw Beef Sausages,🌭,FALSE,57.5,2.04,12.7,19.5,8.4,258,1072,5.8,0,2.6,0.5,0,0.1,0.4,1.5,0.1,0,1.4,1.5,7.59,0,0,8.4,9.03,0,0.56,0,0.63,43,380,185,74,14,173,1.36,0.1,1.8,490,0.17,5,9,0,0,0,N,0.54,0,0.01,0.1,2.6,2.1,4.7,0.12,1.2,12,0.79,3.7,33
"Sausages, pork, chilled, fried in vegetable oil",Fried Pork Sausages,🌭,FALSE,46.4,2.22,13.9,23.9,9.9,308,1279,8.4,0,1.6,0.4,0,0,0.2,0.9,0.1,0,0.7,2.1,8.5,3.09,0.33,10.17,10.3,3.43,3.5,0.02,0.13,53,640,180,110,15,220,1.1,0.12,1.1,880,0.19,6,8,0,0,0,1.1,0.86,0,0.01,0.13,3.1,2,5.1,0.09,1,3,0.85,5,5
"Sausages, pork, chilled, grilled",Grilled Pork Sausages,🌭,FALSE,45.9,2.32,14.5,22.1,9.8,294,1221,8.3,0,1.5,0.4,0,0,0.2,0.8,0.1,0,0.7,2.3,8,0,0,0,9.6,0,3,0,0.1,53,640,190,110,15,220,1.1,0.11,1.4,980,0.2,6,8,0,0,0,1.1,0.92,0,0,0.13,3.1,2,5.1,0.12,1,4,0.93,5,5
"Sausages, pork, frozen, fried in vegetable oil",Fried Frozen Pork Sausages,🌭,FALSE,45.3,2.21,13.8,24.8,10,316,1312,9.5,0,0.5,N,0,0,N,N,N,0,0.7,2.1,8.8,0,0,0,10.9,0,3.3,0,0.2,60,640,160,110,13,170,0.9,0.07,0.8,880,0.19,5,7,0,0,0,N,N,0,0.04,0.08,1.9,1.4,3.3,0.07,1,19,0.61,5,4
"Sausages, pork, frozen, grilled",Grilled Frozen Pork Sausages,🌭,FALSE,45.1,2.37,14.8,21.2,10.5,289,1204,10,0,0.5,N,0,0,N,N,N,0,0.7,2.3,7.6,0,0,0,9.3,0,2.8,0,0.1,60,640,160,110,13,170,0.9,0.07,0.8,980,0.19,5,7,0,0,0,N,0.71,0,0.04,0.08,1.9,1.4,3.3,0.07,1,19,0.62,5,4
"Sausages, pork, raw",Raw Pork Sausages,🌭,FALSE,49.4,1.91,11.9,25,9.6,309,1282,6.8,0,2.8,1.1,0,0,0,1.6,0,0,1.6,2.8,9.15,0,0,0,11.15,0,3.4,0,0.15,60,470,160,103,13,175,0.9,0.07,0.9,675,0.17,5,7,0,0,0,0.9,0.93,0,0.03,0.11,2.5,1.5,4.1,0.12,1,13,0.77,5,7
"Sausages, pork, reduced fat, fried in vegetable oil",Fried Reduced-fat Pork Sausages,🌭,FALSE,68,2.37,14.9,5.7,8.8,144,607,6.2,0,2.6,0.9,0,0,0.1,0.5,0.1,0,1.4,2.3,1.92,0,0,0,2.27,0,1.26,0,0.05,21,560,210,110,16,200,1.2,0.08,1.4,800,0.21,6,8,0,0,0,N,0.12,0,0,0.12,2.2,1.8,4,0.12,1,5,0.96,3,N
"Sausages, pork, reduced fat, grilled",Grilled Reduced-fat Pork Sausages,🌭,FALSE,63.2,2.58,16.2,6.1,10.7,160,672,7.3,0,3.4,1.2,0,0,0.1,2,0.1,0,1.5,2.5,2.24,0,0,0,2.39,0,1.15,0,0.05,24,680,260,130,19,230,1.3,0.08,1.7,911,0.24,7,9,0,0,0,N,0.13,0,0,0.13,2.8,2,4.8,0.11,1,32,1.04,3,N
"Sausages, pork, reduced fat, raw",Raw Reduced-fat Pork Sausages,🌭,FALSE,68.6,2.31,14.4,5.6,8.7,141,591,5.2,0,3.5,1.2,0,0,0.1,2,0.2,0,2.4,2.3,2.09,0,0,2.21,2.26,1.02,1.02,0,0.05,23.2,500,188,101,16,188,1,0.12,1.3,670,0.21,6,7,0,0,0,N,0.13,0,0.03,0.12,2.3,1.7,4,0.23,0,6,0.82,3.3,N
"Sausages, premium, fried in vegetable oil",Fried Premium Sausages,🌭,FALSE,56.1,2.53,17.9,19.5,2.5,256,1065,1.5,0,1,0.8,0,0,0.1,0,0.1,0,N,0,7.54,0,0,0,7.56,0,3.29,0,0.16,69,560,210,180,16,180,1.1,0.07,1.3,650,0.16,N,N,0,0,0,N,N,0,0.05,0.1,2.7,1.5,4.2,0.14,1,8,0.74,3,8
"Sausages, premium, grilled",Grilled Premium Sausages,🌭,FALSE,54.8,2.69,19,21.1,2.3,275,1141,1.4,0,0.9,0.7,0,0,0.1,0,0.1,0,N,0.6,8.03,0,0,0,8.36,0,3.62,0,0.16,72,570,220,180,16,180,1.2,0.07,1.4,660,0.16,N,N,0,0,0,N,0.8,0,0.05,0.1,2.7,1.5,4.2,0.14,1,8,0.76,3,8
"Sausages, premium, raw",Raw Premium Sausages,🌭,FALSE,62.1,2.21,13.8,21,2.6,254,1053,1.1,0,1.5,1.2,0,0,0.2,0,0.1,0,N,0.5,8.17,0,0,0,8.33,0,3.48,0,0.15,63,500,190,160,14,160,1,0.06,1.2,550,0.14,N,N,0,0,0,N,0.9,0,0.05,0.11,3,1.3,4.3,0.16,1,7,0.84,3,14
"Saveloy, unbattered, takeaway",Takeaway Saveloy (Unbattered),🌭,FALSE,56.1,2.2,13.8,22.3,10.8,296,1233,8.9,0,1.3,0.4,0,0.1,0.3,0.5,0,0,0.8,0,7.5,0,0,0,9.8,0,3.6,0,0.4,78,1150,180,81,18,230,4.5,0.11,1.2,1770,0.16,N,N,19,0,19,N,0.45,0,0.14,0.09,1.9,1.9,3.8,0.06,0,1,0.86,4,N
"Scallops, steamed",Steamed Scallops,🫖,FALSE,73.1,3.71,23.2,1.4,3.4,118,501,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,0.4,0,0,47,180,240,29,38,240,1.1,0.14,2.6,410,0.1,51,20,0,0,0,0,N,0,0.08,0.05,0.9,5,5.9,N,9,18,0.16,2,0
"Scampi, coated in breadcrumbs, baked",Baked Breaded Scampi,🍞,FALSE,50.7,1.86,11.6,10.5,24.3,232,975,23.5,0,0.8,0,0,0,0,0.8,0,0,0.3,1.5,0.85,1.97,0.74,6.24,6.26,2.72,2.72,0,0.01,64,561,234,105,34,260,1.91,0.18,0.8,620,0.27,26,101,0,0,0,0,3.18,0,0.16,0.06,2.1,2.4,4.5,0.06,1.5,14,0.29,2.1,0
"Scampi, coated in breadcrumbs, fried in sunflower oil",Fried Breaded Scampi,🍞,FALSE,51.6,1.7,10.6,13,22.2,243,1016,21.5,0,0.7,0,0,0,0,0.7,0,0,0.3,1.4,1.15,0,0,0,6.77,0,4.3,0,0.01,58,512,213,96,31,237,1.74,0.16,0.7,565,0.25,24,92,0,0,0,0,4.41,0,0.15,0.05,1.9,2.2,4.1,0.05,1.4,13,0.26,1.9,0
"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",Fried Frozen Breaded Scampi,🍞,FALSE,51.6,1.7,10.6,13,22.2,243,1016,21.5,0,0.7,0,0,0,0,0.7,0,0,0.3,1.4,1.02,0,0,0,7.81,0,3.49,0,0.01,58,512,213,96,31,237,1.74,0.16,0.7,565,0.25,24,92,0,0,0,0,3.74,0,0.15,0.05,1.9,2.2,4.1,0.05,1.4,13,0.26,1.9,0
"Scones, cheese, homemade",Homemade Cheese Scones,🧀,FALSE,26.9,1.68,10.1,16.4,45.3,358,1503,43.5,0,1.9,0,0,0,0.3,0.1,1.5,0,1.8,2.1,7.18,0,0,0,6.11,0,1.84,0,0.27,18.5,659,159,249,21,480,1.07,0.08,1.3,408,0.37,3,N,N,114,N,N,N,0,0.12,0.16,0.9,2.4,3.3,0.11,0.7,11,0.42,2.6,1
"Scotch eggs, retail",Retail Scotch Eggs,🍳,FALSE,54,1.92,12,16,13.1,241,1006,13.1,0,0,0,0,0,0,0,0,0,N,1.7,4.3,2.74,0.58,6.6,6.77,0,2.8,0.01,0.23,165,330,130,50,15,170,1.8,0.23,1.2,480,0.2,N,17,30,0,30,0.7,N,0,0.08,0.21,1,2.9,3.9,0.13,0.5,42,1.1,8.7,N
Seafood selection,Seafood Selection,🐟,FALSE,75.3,2.5,15.6,1.5,2.9,87,369,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0.5,0,N,115,620,160,52,32,170,5.6,0.36,2.4,940,0.2,N,N,6,0,6,0,0.56,0,0.03,0.2,1.2,3.3,3.5,0.14,15,N,0.3,N,0
Seafood sticks,Seafood Sticks,🐟,FALSE,73.3,1.17,7.3,1.9,14.9,102,433,10.1,0,4.8,0,0,0,4.8,0,0,0,0,0,0.29,0.52,0.19,0.72,0.72,0.71,0.71,0,0,16,714,21,50,8,61,0.19,0.01,0.3,940,0.02,19,21,0,0,0,0,0.47,0,0.01,0.06,1.2,2,3.2,0.03,0.9,12,0.3,3.3,0
"Sesame prawn toast, takeaway",Takeaway Sesame Prawn Toast,🍤,FALSE,35.8,2.06,12.9,29.8,16.7,382,1589,13.9,2,0.8,0,0,0,0,0.8,0,0,1.8,3.6,3.84,7.53,1.87,15.09,15.1,9.42,9.54,0.04,0.02,48.4,470,143,114,60,180,1.76,0.24,1.5,610,0.38,19,13,0,1,0,0,5.05,0,0.1,0.05,1.6,1.8,3.4,0.08,0.5,13,0.24,1.3,0
"Shark, raw",Raw Shark,🐟,FALSE,74.8,3.67,23,1.1,0,102,432,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.4,0,0,44,140,310,18,N,N,0.7,0.05,N,N,0.01,N,N,N,0,N,N,N,0,0.23,0.3,4,4.3,8.3,0.42,5,N,N,N,0
"Shepherd's pie, homemade",Homemade Shepherd's Pie,🥧,FALSE,77.5,0.94,5.9,5.4,9.5,107,450,8.5,0,0.9,0.2,0,0.2,0.2,0,0.2,0,0.6,0.9,2.04,0,0,0,2.23,0,0.53,0,0.27,19,233,263,16,15,69,0.61,0.05,1,78,0.08,1,4,2,13,4,0.2,0.19,0,0.13,0.05,1.2,1.1,2.3,0.08,0.4,9,0.4,0.7,4
Shish kebab in pitta bread with salad,Shish Kebab in Pitta with Salad,🌯,FALSE,65.1,2.22,13.6,4.1,15.4,149,629,14.1,0,1.3,0.4,0,0.4,0,0.5,0,0,1.1,1.2,1.51,0,0,0,1.62,0,0.46,0,0.21,33.3,300,283,48,20,127,1.52,0.09,2.6,N,0.19,2,3,0,22,4,0.2,0.48,0,0.19,0.14,3.4,2.8,6.2,0.1,1.1,30,0.59,1.4,0
"Shish kebab, meat only","Shish Kebab, Meat Only",🌯,FALSE,59.4,4.64,29,10,0,206,863,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.52,0.27,3.77,4.3,0.72,0.8,0.15,0.58,90,510,420,7,29,250,2.6,0.14,6.1,N,0.03,4,6,0,0,0,0.6,0.67,0,0.14,0.28,7,6,13,0.26,3,9,1.4,3,0
"Shish kebabs, with onions and peppers, homemade",Homemade Shish Kebabs with Onions and Peppers,🌯,FALSE,65.8,2.05,12.8,15.2,4.6,206,857,0.1,0,3,1.2,0,1.2,0.6,0,0,0,1.2,N,5.6,0,0,0,6.45,0,1.73,0,0.96,50.6,42,330,28,25,134,1.57,0.09,2.6,71,0.42,1,6,5,138,28,0.3,1.29,0,0.11,0.1,2.2,2.4,4.6,0.28,1,11,0.52,N,30
"Shrimps, boiled",Boiled Shrimps,🍤,FALSE,62.5,3.8,23.8,2.4,0,117,493,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0.8,0,0,130,3840,400,320,110,270,1.8,1.92,2.3,5850,0.03,46,100,N,0,N,0,N,0,0.01,0.01,1,4.4,5.4,0.08,3,9,0.24,1,0
"Shrimps, boiled, weighed with shells",Boiled Shrimps with Shells,🍤,FALSE,20.6,1.25,7.9,0.8,0,39,163,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.3,0,0,42,1270,130,110,36,89,0.6,0.63,0.8,1930,0.01,15,33,N,0,N,0,N,0,0,0,0.3,1.5,1.8,0.03,1,3,0.08,0,0
"Shrimps, canned in brine, drained",Canned Shrimps,🍤,FALSE,74.9,3.33,20.8,1.2,0,94,398,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.3,0,0.4,0,0,130,980,100,110,49,150,5.1,0.23,1.9,1510,0.04,21,81,N,0,N,0,N,0,0.01,0.02,0.8,3.9,4.7,0.03,2,15,0.35,1,0
"Shrimps, dried",Dried Shrimps,🍤,FALSE,25.5,8.93,55.8,2.4,0,245,1037,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0.8,0,0,505,4330,500,1200,290,710,21.3,0.96,3.7,6040,0.84,170,400,N,N,N,N,N,0,0.03,0.07,2.8,10.4,13,N,5,70,N,N,0
"Shrimps, frozen",Frozen Shrimps,🍤,FALSE,81.2,2.64,16.5,0.8,0,73,310,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.3,0,0,130,380,75,130,47,150,2.6,0.15,1.1,520,0.15,43,100,2,0,2,0,N,0,0,0.02,0.5,3.1,3.6,0.08,3,14,0.24,1,0
"Skate, grilled",Grilled Skate,🐟,FALSE,75.9,4.32,18.9,0.5,0,79,337,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.2,0,0,N,150,320,50,37,220,0.6,0.03,0.6,260,0,N,25,N,0,N,N,N,0,0.15,0.25,2.5,3.6,6.1,0.46,8,N,N,N,0
"Skate, grilled, weighed with bones",Grilled Skate with Bones,🐟,FALSE,56.2,3.2,14,0.3,0,59,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,N,110,240,37,28,160,0.5,0.02,0.4,190,0,N,19,N,0,N,N,N,0,0.11,0.19,1.9,2.6,4.5,0.34,6,N,N,N,0
"Skate, raw",Raw Skate,🐟,FALSE,80.7,3.46,15.1,0.4,0,64,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,N,120,260,40,30,180,0.5,0.02,0.5,210,0,N,20,N,0,N,N,N,0,0.12,0.2,2,2.8,4.8,0.37,6,N,N,N,0
"Sole, flesh only, grilled, fillets weighed with skin",Grilled Sole Fillets with Skin,🐟,FALSE,59.1,2.65,16.6,0.5,0,71,301,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.07,0,0.12,0,0,31,116,200,22,20,126,0.4,0.01,0.3,123,0.01,64,24,0,0,0,0,0.65,0,0.09,0.08,2.8,3,5.8,0.1,0.9,8,0.22,3.5,0
"Soup, chicken noodle, dried",Dried Chicken Noodle Soup,🍜,FALSE,5,2.74,17.1,4.8,56,322,1364,45.8,0,4.4,0.4,0,0.5,3.5,0,0,0,4.3,N,N,0,0,0,N,0,N,0,N,N,3740,250,72,59,250,3.7,0.17,1.2,5600,0.74,N,N,0,0,0,0,N,0,0.23,0.09,3.1,3.1,6.2,N,0,N,N,N,0
"Soup, chicken noodle, dried, as served",Prepared Chicken Noodle Soup,🍜,FALSE,94.5,0.16,1,0.3,3.2,19,79,2.7,0,0.3,0,0,0,0.2,0,0,0,0.2,N,N,0,0,0,N,0,N,0,N,N,220,14,4,3,15,0.2,0.01,0.1,320,0.04,N,N,0,0,0,0,N,0,0.01,0.01,0.2,0.2,0.4,N,0,N,N,N,0
"Soup, chicken, cream of, canned",Canned Cream of Chicken Soup,🍗,FALSE,87.9,0.27,1.7,3.8,4.5,58,242,3.4,0,1.1,0,0,0.1,0.6,0,0.4,0,0,0,0.6,0,0,0,2,0,1,0,0.1,N,240,41,27,5,27,0.4,0.02,0.3,370,0,0,2,39,16,42,0,0.55,0,0.01,0.03,0.2,0.3,0.5,0.01,0,1,0.04,0,0
"Soup, chicken, cream of, canned, condensed",Condensed Canned Cream of Chicken Soup,🍗,FALSE,82.2,0.41,2.6,5.8,6,85,355,4.6,0,1.4,0,0,0.2,0.4,0,0.8,0,0,0,0.8,0,0,0,3,0,1.4,0,N,4,490,62,41,7,41,0.5,0.03,0.5,740,0,0,4,96,39,103,0,0.93,0,0.02,0.04,0.6,0.5,1.1,0.01,0,1,0.06,0,0
"Soup, mulligatawny, homemade",Homemade Mulligatawny Soup,🍛,FALSE,80.9,0.31,1.9,6.4,8.1,90,374,4.8,0,2.9,1.1,0,1.1,0.6,0,0.1,0,0.9,0.8,3.68,0,0,0,1.73,0,0.34,0,0.19,15.7,464,103,19,9,31,0.89,0.06,0.2,685,0.13,1,N,63,1251,272,0.1,0.24,0,0.07,0.02,0.5,0.3,0.8,0.06,0,4,0.1,0.4,1
"Soup, oxtail, canned",Canned Oxtail Soup,🥫,FALSE,88.5,0.38,2.4,1.7,5.1,44,185,4.2,0,0.9,0.2,0,0.2,0.5,0,0,0,0.1,N,0.6,0,0,0,0.6,0,0.2,0,N,7,220,93,40,6,37,1,0.04,0.4,330,0,0,1,0,0,0,0,0.2,0,0.02,0.03,0.7,0.5,0,0.03,0,1,0.05,0,0
"Soup, pea and ham, homemade",Homemade Pea and Ham Soup,🍖,FALSE,81.8,0.65,4.1,2.2,9.8,73,308,7.8,0,1.5,0.4,0,0.3,0.7,0,0,0,1.4,N,1.07,0,0,0,0.48,0,0.27,0,0.05,5.8,235,194,14,21,56,0.99,0.04,0.6,79,0.23,N,N,18,989,183,0,0.27,0,0.13,0.03,0.6,0.6,1.2,0.07,0,N,0.29,N,2
"Spaghetti bolognese, homemade",Homemade Spaghetti Bolognese,🍝,FALSE,67.7,1.34,8.1,6.1,17.2,151,635,15.3,0,1.8,0.6,0,0.6,0.2,0.5,0,0,1,1.2,2.15,0,0,0,2.24,0,1.06,0,0.23,16.7,92,165,22,19,85,0.88,0.03,1.4,168,0.2,6,3,0,347,58,0.2,1.04,0,0.09,0.05,2,1.5,3.5,0.12,0.5,8,0.24,1.1,2
"Spaghetti bolognese, retail, meat and sauce only, reheated",Spaghetti Bolognese (Meat and Sauce Only),🍝,FALSE,76.9,1.49,9.3,5.7,5.3,108,454,2.3,0,3,1.1,0,1.3,0.6,0,0,0,0.9,N,2.3,0.33,0.13,2.35,2.5,0.42,0.5,0.11,0.24,N,290,290,21,18,85,1.3,0.08,1.5,450,0.15,1,N,0,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,0
"Spaghetti bolognese, retail, reheated, with spaghetti",Spaghetti Bolognese,🍝,FALSE,70.2,1.09,6.6,2.8,20,126,536,18.1,0,1.9,0.5,0,0.6,0.3,0.5,0,0,1.2,N,1.06,0,0,0,1.14,0,0.36,0,0.11,N,182,151,24,20,74,0.92,0.04,0.9,308,0.25,5,N,0,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,0
"Sprats, fried",Fried Sprats,🍛,FALSE,36.6,3.98,24.9,35,0,415,1718,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,14,0,14.2,0,0,125,240,410,120,46,300,1.4,0.11,2.1,340,0.05,13,80,74,0,74,N,5.58,0,0,0.2,3,4.6,7.6,0.27,9,N,0.71,5,0
"Sprats, fried, weighed with bones",Fried Sprats with Bones,🍛,FALSE,22,2.39,14.9,21,0,249,1031,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,8.4,0,8.5,0,0,74,140,250,72,28,180,0.8,0.07,1.3,200,0.03,8,48,44,0,44,N,3.35,0,0,0.12,1.8,2.8,4.6,0.16,5,N,0.43,3,0
"Sprats, raw",Raw Sprats,🍛,FALSE,66.3,2.93,18.3,11,0,172,718,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.31,2.68,4.67,4.7,3.04,3,0.04,0,93,200,320,97,37,240,1.1,0.09,1.7,270,0.04,10,64,60,0,60,13,0.51,0,0,0.2,3,3.4,6.4,0.27,7,N,0.71,4,0
"Spring rolls, meat, takeaway",Takeaway Meat Spring Rolls,🥩,FALSE,54.9,1.04,6.5,16.4,18.2,242,1009,12,4.4,1.8,0.4,0,0.6,0.5,0.3,0,0,1.9,2,3.81,3.74,1,7.02,7.05,4.82,4.82,0.01,0.03,7.4,485,117,32,13,64,1.23,0.06,0.6,750,0.24,N,N,0,175,29,N,1.47,0,0.1,0.07,1,1,2,0.06,0.4,3,0.33,3.3,0
"Squid, dried",Dried Squid,🦑,FALSE,21.8,10.13,63.3,4.6,4.8,313,1323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0,1.7,0,0,615,940,610,55,120,620,4,3.93,4.4,N,0.08,N,N,N,0,N,N,N,0,0.13,0.17,6.8,13.5,20.3,N,N,N,N,N,0
"Squid, raw",Raw Squid,🦑,FALSE,80.5,2.46,15.4,1.7,1.2,81,344,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0.6,0,0,225,110,280,13,28,190,0.5,0.98,1.1,N,0.02,66,20,15,0,15,0,1.2,0,0.1,0.12,3.4,3.3,6.7,0.69,3,13,0.68,N,0
"Steak and kidney pudding, homemade",Homemade Steak and Kidney Pudding,🥩,FALSE,58.5,1.74,10.7,10.9,18.6,210,881,18.4,0,0.8,0.3,0,0.2,0.3,0,0,0,0.9,N,5.76,0,0,0,4.02,0,0.43,0,0.48,55.4,87,180,32,14,150,1.41,0.09,2.3,74,0.19,16,9,13,8,14,N,0.35,0,0.1,0.25,2.1,2.2,4.3,0.19,1.7,12,0.53,3.4,1
"Stew, beef, homemade",Homemade Beef Stew,🥩,FALSE,76.3,1.91,11.9,4.6,4.8,105,441,2.5,0.3,2,0.5,0,0.4,1.1,0,0,0,0.6,1.1,1.53,0,0,0,1.77,0,0.96,0,0.1,34.8,259,233,15,14,104,1.17,0.05,2.7,383,0.05,4,7,0,1784,297,0.4,0.7,0,0.06,0.11,1.7,2.3,4,0.19,0.8,3,0.31,0.6,0
"Stew, beef, made with lean beef, homemade",Homemade Lean Beef Stew,🥩,FALSE,78,1.96,12.2,3.1,4.8,93,391,2.5,0.3,2,0.5,0,0.4,1.1,0,0,0,0.6,1.1,0.86,0,0,0,1.54,0,0.48,0,0.05,33.8,260,243,15,14,109,1.22,0.05,2.9,384,0.06,4,6,0,1784,297,0.4,0.4,2.19,0.06,0.11,1.8,2.4,4.2,0.2,0.8,3,0.31,0.6,0
"Stew, beef, with dumplings, homemade",Homemade Beef Stew with Dumplings,🥟,FALSE,62.2,1.63,10.1,10,16.2,190,797,14.4,0,1.6,0.4,0,0.3,0.9,0,0,0,0.9,N,4.83,0,0,0,3.89,0,0.65,0,0.37,31.6,240,199,52,14,145,1.11,0.05,2.1,297,0.16,3,5,4,1314,223,0.3,0.52,1.54,0.09,0.09,1.5,2,3.5,0.17,0.6,4,0.27,0.6,0
"Stew, Irish, homemade",Homemade Irish Stew,🍛,FALSE,76.4,1.18,7.3,6.2,9.4,119,501,7.2,0,1.9,0.6,0,0.5,0.9,0,0,0,0.7,1.5,2.89,0,0,0,2.37,0,0.34,0,0.51,27,115,306,14,16,78,0.69,0.06,1.4,206,0.11,1,3,3,1625,274,0.1,0.07,0,0.12,0.05,1.3,1.4,2.7,0.11,0.6,4,0.4,0.8,3
"Stew, Irish, made with lean lamb, homemade",Homemade Lean Lamb Irish Stew,🍖,FALSE,78.3,1.22,7.6,4.9,8.6,107,450,6.5,0,1.8,0.6,0,0.5,0.7,0,0,0,1,1.5,2.23,0,0,0,1.85,0,0.27,0,0.41,25.8,26,310,13,16,83,0.67,0.06,1.6,77,0.09,1,6,2,1635,274,0.1,0.07,0,0.12,0.05,1.3,1.5,2.8,0.26,0.6,8,0.39,0.9,3
"Stir-fry beef with green peppers and blackbean sauce, takeaway",Takeaway Stir-Fry Beef with Green Peppers and Black Bean Sauce,🥩,FALSE,77.2,1.68,10.5,5.6,2.7,103,429,1.7,0,1,0.3,0,0.7,0,0,0,0,0,0,1.37,0.36,0.15,3.43,3.44,0.52,0.54,0.09,0.01,24.9,577,180,16,11,73,1.2,0,0.5,650,0,4,9,0,237,40,N,1.14,0,N,N,N,1.7,N,N,N,N,0.17,1.4,6
"Stock cubes, beef",Beef Stock Cubes,🥩,FALSE,6.1,2.85,16.8,9.2,N,N,N,N,0,N,N,0,N,N,0,0,0,0,0,3.51,1.14,0.25,3.15,3.28,1.26,1.39,0.13,0.26,0,14560,490,40,32,240,1.2,0.7,0.8,21010,0.2,N,N,N,N,N,0,N,0,N,N,N,N,N,N,N,N,N,N,0
"Stock cubes, chicken",Chicken Stock Cubes,🍗,FALSE,5.8,2.5,15.4,15.4,N,N,N,N,0,N,N,0,N,N,0,0,0,N,0.6,N,0,0,0,N,0,N,0,N,0,16300,400,120,47,200,4.9,0.1,1.2,N,0.27,N,N,N,N,N,0,N,0,N,N,N,N,N,N,N,N,N,N,0
"Stock cubes, chicken, made up with water",Chicken Stock,🍗,FALSE,96.7,0.09,0.5,0.5,N,N,N,N,0,N,N,0,N,N,0,0,0,N,0,N,0,0,0,N,0,N,0,N,0,579,14,4,2,7,0.17,0,0,N,0.01,N,N,N,N,N,0,N,0,N,N,N,N,N,N,N,N,N,N,0
